word,confidence,duration,sentence,audio_file,source,license
воспитувачите,0.9226,1.002,"Тој е многу храбар, единствен им се спротивставува на воспитувачите, издржлив, достоинствен.",common_voice_mk_40037206.mp3,Common Voice 17.0 MK,CC-0
воспостави,0.9997,0.682,Не без напор една кронопија успеа да воспостави топломер на животот.,common_voice_mk_39664005.mp3,Common Voice 17.0 MK,CC-0
востановена,0.9313,0.862,Дада не верува во совршенство и ја отфрла идејата за вистина востановена еднаш засекогаш.,common_voice_mk_39776104.mp3,Common Voice 17.0 MK,CC-0
восхитат,0.9480,0.601,"Ги поздравувам зашто знам дека се способни да восхитат илјадници духови, дури и најнедоверчиви.",common_voice_mk_39748443.mp3,Common Voice 17.0 MK,CC-0
војаџер,0.6391,0.561,Војаџер еден го напушти нашиот сончев систем.,common_voice_mk_39874744.mp3,Common Voice 17.0 MK,CC-0
војна,0.9267,0.401,"Особено тешко беше погодено српското стопанство, така што му беше потребна нова војна.",common_voice_mk_39813347.mp3,Common Voice 17.0 MK,CC-0
војната,0.9986,0.481,Војната е ужасна состојба за живеење.,common_voice_mk_39699561.mp3,Common Voice 17.0 MK,CC-0
впие,0.7442,0.381,"Не можеше да ги здогледа сите тие капки, да ги запомни, да ги впие.",common_voice_mk_39867537.mp3,Common Voice 17.0 MK,CC-0
врата,0.9998,0.381,Истиот ден кога црвената врата беше одново лакирана.,common_voice_mk_39709151.mp3,Common Voice 17.0 MK,CC-0
вратата,0.9995,0.461,Тој знаеше дека е чуварот на вратата за влез во неверојатната голема човечка приказна.,common_voice_mk_39853666.mp3,Common Voice 17.0 MK,CC-0
врати,0.9997,0.401,За миг се втурна да врати едно јагне.,common_voice_mk_39790681.mp3,Common Voice 17.0 MK,CC-0
вратите,0.9990,0.502,"Влегуваме во колата, ги затвораме вратите, а чоеков очајно се обидува да влезе.",common_voice_mk_39714939.mp3,Common Voice 17.0 MK,CC-0
вратиш,0.9972,0.442,Знаеш дека повторно ќе се вратиш на планетава.,common_voice_mk_39748358.mp3,Common Voice 17.0 MK,CC-0
враќа,0.9552,0.361,"Па така, публиката почна да се враќа.",common_voice_mk_39825272.mp3,Common Voice 17.0 MK,CC-0
враќаат,0.7518,0.522,Чекот по чекор како капките дожд се враќаат спомените.,common_voice_mk_39764314.mp3,Common Voice 17.0 MK,CC-0
враќање,0.9108,0.462,"Овој филм, пред сѐ, значи враќање во моментот.",common_voice_mk_39775141.mp3,Common Voice 17.0 MK,CC-0
врба,0.9994,0.361,Еж има ќејф парталче да зоба меѓу џбун и врба.,common_voice_mk_39814840.mp3,Common Voice 17.0 MK,CC-0
врв,0.6685,0.301,Ви се чини дека нема повисок врв од оној што е пред вас.,common_voice_mk_39763422.mp3,Common Voice 17.0 MK,CC-0
врвам,0.5436,0.361,"Врвам така низ буките, засмрдени од барут и од раскопана земја.",common_voice_mk_39908785.mp3,Common Voice 17.0 MK,CC-0
врвка,0.9600,0.421,"Во подрумот на мојата родна куќа, во една од клучалките, стрчи заглавена врвка.",common_voice_mk_39776190.mp3,Common Voice 17.0 MK,CC-0
врвна,0.9986,0.422,"Нема таква литература, а да биде врвна.",common_voice_mk_39790334.mp3,Common Voice 17.0 MK,CC-0
врвовите,0.9827,0.582,Скоро можеше да ги почуствува врвовите на набрекнатите гради.,common_voice_mk_39748440.mp3,Common Voice 17.0 MK,CC-0
врвот,0.9968,0.401,Врвот на оваа планина е на две илјади метри надморска височина.,common_voice_mk_39854258.mp3,Common Voice 17.0 MK,CC-0
врвца,0.5997,0.422,Утрото е папочната врвца на светот со вселената.,common_voice_mk_39797136.mp3,Common Voice 17.0 MK,CC-0
врева,0.9726,0.361,Така југословенскиот рокенрол е пацифициран елегантно и без врева.,common_voice_mk_39854212.mp3,Common Voice 17.0 MK,CC-0
вреди,0.8996,0.321,Во комунистичките логори - животот не вреди ни пет пари.,common_voice_mk_39664042.mp3,Common Voice 17.0 MK,CC-0
вредност,0.9363,0.462,"Нивната културна, историска и уметничка вредност е високо вреднувана.",common_voice_mk_39793120.mp3,Common Voice 17.0 MK,CC-0
вредности,0.9997,0.521,Согледувањето и соочувањето со конкретни вредности е обликување на нашата современост.,common_voice_mk_39854632.mp3,Common Voice 17.0 MK,CC-0
вреднувана,0.9559,0.682,"Нивната културна, историска и уметничка вредност е високо вреднувана.",common_voice_mk_39793120.mp3,Common Voice 17.0 MK,CC-0
врел,0.9990,0.321,Мирисаше на врел качамак и селско кисело млеко.,common_voice_mk_39790516.mp3,Common Voice 17.0 MK,CC-0
време,0.9997,0.382,Пакетот за прва помош што ми го испрати пристигна токму на време.,common_voice_mk_39781550.mp3,Common Voice 17.0 MK,CC-0
временската,0.9990,0.582,Временската прогноза за оваа недела воопшто не изгледа добро.,common_voice_mk_39659922.mp3,Common Voice 17.0 MK,CC-0
времето,0.9995,0.482,Наслепо силум ја сочи времето смртта трома.,common_voice_mk_39725998.mp3,Common Voice 17.0 MK,CC-0
вреска,0.9978,0.442,Или ќе вреска од болка или ќе стега заби.,common_voice_mk_39752640.mp3,Common Voice 17.0 MK,CC-0
врескале,0.9857,0.561,"Конечно откриени тајните на проклетиот поетски брак, врескале насловните на весниците.",common_voice_mk_39759557.mp3,Common Voice 17.0 MK,CC-0
врз,0.9985,0.261,Мојот бизнис се потпира исклучиво врз мојот грб.,common_voice_mk_39702272.mp3,Common Voice 17.0 MK,CC-0
врзи,0.9981,0.341,"Врзи прст да најдеш лек, секоја баба ќе ти баи како што знаи.",common_voice_mk_39726218.mp3,Common Voice 17.0 MK,CC-0
врзопи,0.9986,0.541,"На грбот носат бокали и врзопи, колку попразни толку потешки секој ден.",common_voice_mk_39664142.mp3,Common Voice 17.0 MK,CC-0
врисокот,0.9983,0.542,Се уште ми ѕвони во ушите врисокот на едното дете.,common_voice_mk_39713604.mp3,Common Voice 17.0 MK,CC-0
врне,0.9841,0.341,Прави црни облаци од кои непрекинето врне дожд.,common_voice_mk_39874784.mp3,Common Voice 17.0 MK,CC-0
врнеше,0.9640,0.482,Врнеше дожд кој ги поплави улиците.,common_voice_mk_39774905.mp3,Common Voice 17.0 MK,CC-0
врска,0.9988,0.381,"Ама нема врска, нека почека малку тоа дрто крмачиште, нема да му штети.",common_voice_mk_39779801.mp3,Common Voice 17.0 MK,CC-0
врската,0.9663,0.481,"Плашејќи се за нејзината безбедност, тој ја крие врската од неговата банда.",common_voice_mk_39706732.mp3,Common Voice 17.0 MK,CC-0
вртев,0.9977,0.381,Збунет и помалку исплашен се вртев околу себе во собата.,common_voice_mk_39748548.mp3,Common Voice 17.0 MK,CC-0
вртеше,0.7492,0.421,Мачорот се вртеше и шеташе околу моите нозе.,common_voice_mk_39788894.mp3,Common Voice 17.0 MK,CC-0
врти,0.8299,0.341,Твојата мајка врти со глава станува и на ова место бесно треска со вратата.,common_voice_mk_39922204.mp3,Common Voice 17.0 MK,CC-0
вршеше,0.9631,0.481,Ја чудеше што тој премногу невешто ја вршеше работата.,common_voice_mk_39689829.mp3,Common Voice 17.0 MK,CC-0
вселената,0.9568,0.642,Високиот вакуум на вселената би можел да претставува погодна средина за извесни процеси.,common_voice_mk_39922111.mp3,Common Voice 17.0 MK,CC-0
вселенска,0.9277,0.623,Македонија нема никогаш да има своја вселенска програма.,common_voice_mk_39709113.mp3,Common Voice 17.0 MK,CC-0
всушност,0.9840,0.562,"Да пишуваш поезија, всушност, и не е толку лоша работа.",common_voice_mk_39854624.mp3,Common Voice 17.0 MK,CC-0
втемелувачките,0.9580,0.941,Потпирањето на втемелувачките на феминистичката теорија им служи како инспирација.,common_voice_mk_39726213.mp3,Common Voice 17.0 MK,CC-0
втиснав,0.6094,0.543,Во песната ги втиснав и своите идеи.,common_voice_mk_39922239.mp3,Common Voice 17.0 MK,CC-0
втора,0.9985,0.421,"Тогаш започнува нејзината втора немост, која ја подразбираме во длабоката тага на природата.",common_voice_mk_39725839.mp3,Common Voice 17.0 MK,CC-0
втори,0.9950,0.361,Тој седеше во втори клас заедно со мене во клупата.,common_voice_mk_39767777.mp3,Common Voice 17.0 MK,CC-0
вториот,0.9840,0.461,Еквивалент на вториот стандард за убавина за жените не постои.,common_voice_mk_39699436.mp3,Common Voice 17.0 MK,CC-0
втурна,0.9970,0.481,За миг се втурна да врати едно јагне.,common_voice_mk_39790681.mp3,Common Voice 17.0 MK,CC-0
вудард,0.8869,0.461,"Вудард бил одведен в затвор, бутнат на подот каде полицајците продолжиле да го тепаат.",common_voice_mk_39779749.mp3,Common Voice 17.0 MK,CC-0
вулкански,0.8367,0.582,Интересно и е да си ја боцка кожата со вулкански ерупции.,common_voice_mk_39745259.mp3,Common Voice 17.0 MK,CC-0
вулканските,0.9985,0.682,Гасовите и вулканските активности ја создале првобитната атмосфера.,common_voice_mk_39709518.mp3,Common Voice 17.0 MK,CC-0
вујко,0.8127,0.302,Неговиот вујко го дава во дом.,common_voice_mk_39886471.mp3,Common Voice 17.0 MK,CC-0
вцицаат,0.6681,0.501,"Ќе те каснат и тогаш, откако ќе ја вцицаат крвта, се залепуваат за раната.",common_voice_mk_39777326.mp3,Common Voice 17.0 MK,CC-0
вчудовидело,0.8353,0.801,Со прстите го допрело своето лице и се вчудовидело.,common_voice_mk_39688483.mp3,Common Voice 17.0 MK,CC-0
вљубен,0.8540,0.461,"Ана разбра дека кога си вљубен во нешто бескрајно, и самиот стануваш бескраен.",common_voice_mk_39825427.mp3,Common Voice 17.0 MK,CC-0
гад,0.7350,0.260,"Не ме ни пипкаше, како да му е гад од мене.",common_voice_mk_39724146.mp3,Common Voice 17.0 MK,CC-0
газ,0.5429,0.341,Газ и нос не знаат за чест.,common_voice_mk_39886326.mp3,Common Voice 17.0 MK,CC-0
газиш,0.5790,0.422,Внимавај каде газиш!,common_voice_mk_39725840.mp3,Common Voice 17.0 MK,CC-0
галеби,0.5088,0.402,"Некои луѓе сакаат галеби, некои не.",common_voice_mk_39829125.mp3,Common Voice 17.0 MK,CC-0
галебите,0.9985,0.541,"Згасната љубов кон татковината, кога галебите испуштаат крици.",common_voice_mk_39790293.mp3,Common Voice 17.0 MK,CC-0
галена,0.9802,0.502,Галена невеста не ја сака свекрвата.,common_voice_mk_39674472.mp3,Common Voice 17.0 MK,CC-0
гали,0.9822,0.381,Од зрната билки мали - летен сончев зрак ги гали.,common_voice_mk_39809243.mp3,Common Voice 17.0 MK,CC-0
гангстерски,0.9809,0.722,Вашиот нов филм некои го етикетираат како апокалиптичен во тој гангстерски микроконтекст.,common_voice_mk_39852409.mp3,Common Voice 17.0 MK,CC-0
гарантира,0.9962,0.603,Кој може да гарантира дека е точна?,common_voice_mk_39839655.mp3,Common Voice 17.0 MK,CC-0
гасовите,0.9994,0.561,Гасовите и вулканските активности ја создале првобитната атмосфера.,common_voice_mk_39709518.mp3,Common Voice 17.0 MK,CC-0
гаќи,0.8253,0.401,Тоа плискање тоа ти е како перење гаќи.,common_voice_mk_39664231.mp3,Common Voice 17.0 MK,CC-0
генератори,0.9994,0.682,Магнети за ветерни генератори бараат ретки минерали кои не се евтини.,common_voice_mk_39774899.mp3,Common Voice 17.0 MK,CC-0
генерации,0.9984,0.682,"Полно е тоа дно со златници, беше убедена во детството, златници собирани со генерации.",common_voice_mk_39825119.mp3,Common Voice 17.0 MK,CC-0
генерирање,0.9972,0.662,Пребарувачот ја штити вашата имејл адреса со генерирање на нова за една употреба,common_voice_mk_39839671.mp3,Common Voice 17.0 MK,CC-0
географијата,0.9880,0.783,Тоа не е само прашање на географијата или миграционите правци.,common_voice_mk_39726081.mp3,Common Voice 17.0 MK,CC-0
германија,0.9988,0.581,"Ова пиво е произведено во Германија, поточно во Баварија.",common_voice_mk_39664234.mp3,Common Voice 17.0 MK,CC-0
германското,0.9993,0.681,Поради таа песна му го земале германското државјанство.,common_voice_mk_39726202.mp3,Common Voice 17.0 MK,CC-0
ги,0.9999,0.160,"Но ако се слизнат на патосот, морате уште да ги варите.",common_voice_mk_39824528.mp3,Common Voice 17.0 MK,CC-0
гимназија,0.9541,0.642,Народни песни јас почнав да собирам уште во вишата гимназија.,common_voice_mk_39774630.mp3,Common Voice 17.0 MK,CC-0
гинеа,0.7695,0.381,Наредуваа напад и илјадници луѓе секојдневно залудно гинеа.,common_voice_mk_39726177.mp3,Common Voice 17.0 MK,CC-0
гитарата,0.8848,0.541,Навистина ме интересира гитарата и веќе седум месеци доаѓам на часови.,common_voice_mk_39767794.mp3,Common Voice 17.0 MK,CC-0
глава,0.9975,0.401,"Кога би имале посилна глава и повеќе вкус, би биле астрономи.",common_voice_mk_39678305.mp3,Common Voice 17.0 MK,CC-0
главата,0.9981,0.501,"Пауерс молкум кимна со главата, повторувајќи си ја во себе последнава забелешка.",common_voice_mk_39774773.mp3,Common Voice 17.0 MK,CC-0
глави,0.9769,0.321,Журката во нивните глави одлучија да ја изживеат преку нивните дисторзирани собиранки.,common_voice_mk_39681192.mp3,Common Voice 17.0 MK,CC-0
главите,0.9955,0.462,"Непрестајно бранувај, не само над главите на отмените жени.",common_voice_mk_39900490.mp3,Common Voice 17.0 MK,CC-0
главната,0.9847,0.481,Всушност главната пречка во напредокот на човекот е доминацијатата на обичниот ум.,common_voice_mk_39714556.mp3,Common Voice 17.0 MK,CC-0
главно,0.9978,0.361,"Реакциите главно се шират по интернет, бидејќи медиумите ги контролира власта.",common_voice_mk_39726206.mp3,Common Voice 17.0 MK,CC-0
гладен,0.5549,0.642,"Веројатно беше гладен, а тие беа добродојдени.",common_voice_mk_39809283.mp3,Common Voice 17.0 MK,CC-0
гладни,0.9945,0.441,Веднаш седнавме околу масата зашто бевме гладни.,common_voice_mk_39793054.mp3,Common Voice 17.0 MK,CC-0
глас,0.9964,0.401,"Овој е некој идиот, се разнесува над мене неговиот глас.",common_voice_mk_39829678.mp3,Common Voice 17.0 MK,CC-0
гласа,0.9516,0.361,"Се разбира, може да се гласа повеќепати и да се донираат повеќе фунти.",common_voice_mk_39874847.mp3,Common Voice 17.0 MK,CC-0
гласни,0.8452,0.441,Моите ноќни тажења станаа толку гласни што соседите повикаа полиција.,common_voice_mk_39793132.mp3,Common Voice 17.0 MK,CC-0
гласно,0.9996,0.501,"Не го рече тоа гласно, пијан сум помисли, и брзајќи го напушти станот.",common_voice_mk_39726064.mp3,Common Voice 17.0 MK,CC-0
гласови,0.9997,0.481,Пензионираниот банкарски чиновник покажува на телевизија магнетофонски ленти со снимени гласови на умрените.,common_voice_mk_39776333.mp3,Common Voice 17.0 MK,CC-0
гласот,0.9995,0.421,"Гласот од небото се промени, стана подлабок, строг и непростлив.",common_voice_mk_39709200.mp3,Common Voice 17.0 MK,CC-0
гласче,0.8529,0.441,Немаше воздух и со пискаво гласче ме убедуваше да признаам.,common_voice_mk_39788907.mp3,Common Voice 17.0 MK,CC-0
гледа,0.9981,0.301,"Изгледа се гледа дека ми треба повеќе секс, си реков.",common_voice_mk_39674400.mp3,Common Voice 17.0 MK,CC-0
гледаат,0.9987,0.420,Луѓето не си ја гледаат сопстевната работа туку се интересираат за туѓите животи.,common_voice_mk_39839649.mp3,Common Voice 17.0 MK,CC-0
гледав,0.8358,0.361,Гледав во празната просторија и пробував да се замислам себеси внатре.,common_voice_mk_39790472.mp3,Common Voice 17.0 MK,CC-0
гледам,0.9999,0.381,"Гледам човек кој живеел во формата на деновите, но не и во нивната содржина.",common_voice_mk_39790477.mp3,Common Voice 17.0 MK,CC-0
гледаме,0.9998,0.421,Лежеше во својот кревет и сите знаевме дека се гледаме за последен пат.,common_voice_mk_39854634.mp3,Common Voice 17.0 MK,CC-0
гледате,0.9984,0.522,Најдобар режисер е оној што не го гледате.,common_voice_mk_39900596.mp3,Common Voice 17.0 MK,CC-0
гледач,0.8789,0.441,Улогата на гледач ми се чинеше секогаш една од најпонижувачките.,common_voice_mk_39714555.mp3,Common Voice 17.0 MK,CC-0
гледачите,0.9994,0.641,Размислувате ли понекогаш како насилството во вашите филмови влијае на гледачите?,common_voice_mk_39839674.mp3,Common Voice 17.0 MK,CC-0
гледаш,0.9993,0.381,"Кога ќе погледнеш надвор од прозорецот на својот дом, гледаш ли стихови?",common_voice_mk_39748357.mp3,Common Voice 17.0 MK,CC-0
гледаше,0.9913,0.461,"Сево ова молчаливецот го гледаше отстрана, од блискиот рид кој се издигаше над градот.",common_voice_mk_40000672.mp3,Common Voice 17.0 MK,CC-0
гледај,0.9742,0.360,"Минуваат села, ниви, гледај, гледај бели стада, онде цути мак!",common_voice_mk_39825373.mp3,Common Voice 17.0 MK,CC-0
гледиштата,0.9988,0.642,Така ќе видите дека гледиштата не произлегуваат дирекно од мојот ум.,common_voice_mk_39900493.mp3,Common Voice 17.0 MK,CC-0
гледиште,0.8256,0.521,Ми се чини дека ова гледиште води сметка само за крајностите.,common_voice_mk_39759562.mp3,Common Voice 17.0 MK,CC-0
гледна,0.9998,0.382,Од уметничка гледна точка се сосем неинтересни.,common_voice_mk_39715010.mp3,Common Voice 17.0 MK,CC-0
глетка,0.9733,0.441,Тие се симнале од коњите за од поблиску да ја видат чудната глетка.,common_voice_mk_39726189.mp3,Common Voice 17.0 MK,CC-0
глобално,0.9832,0.481,Системот за глобално позиционирање работи со триангулација.,common_voice_mk_39726221.mp3,Common Voice 17.0 MK,CC-0
глуждовите,0.8450,0.621,"Тревата ѝ ги допира глуждовите, стапалата ѝ се студени и влажни.",common_voice_mk_39761066.mp3,Common Voice 17.0 MK,CC-0
глума,0.9874,0.300,Како го убедивте да ѝ се врати на филмската глума после седум години?,common_voice_mk_39674340.mp3,Common Voice 17.0 MK,CC-0
глумам,0.9445,0.381,Во секоја претстава го глумам невидливиот човек!,common_voice_mk_39774776.mp3,Common Voice 17.0 MK,CC-0
глумците,0.9310,0.541,Воедно и глумците на големите платна сѐ поретко се совршени кукли.,common_voice_mk_39825327.mp3,Common Voice 17.0 MK,CC-0
гнете,0.9949,0.441,Како да му објасниш на едномесечно бебе дека не е здраво да гнете навечер.,common_voice_mk_39829155.mp3,Common Voice 17.0 MK,CC-0
гнетење,0.9695,0.582,Тито бил диктатор и умрел од гнетење тулумби и еклери.,common_voice_mk_39790300.mp3,Common Voice 17.0 MK,CC-0
гние,0.9904,0.381,"Чувствуваше и некаква смрдеа, како нешто да гние во близина.",common_voice_mk_39713563.mp3,Common Voice 17.0 MK,CC-0
го,0.9999,0.140,Го сфативме тоа дури кога се најдовме заглавени во куп автомобили.,common_voice_mk_39790340.mp3,Common Voice 17.0 MK,CC-0
гоблените,0.9926,0.601,"Оптегнатите часовници, гоблените, евтините или скапите репродукции беа признание за нивното постоење.",common_voice_mk_39925007.mp3,Common Voice 17.0 MK,CC-0
говеда,0.9951,0.461,"Фармата имаше говеда, кокошки,овци и многу други животни.",common_voice_mk_39748393.mp3,Common Voice 17.0 MK,CC-0
говор,0.9951,0.342,Неговиот говор заврши со овации.,common_voice_mk_39829915.mp3,Common Voice 17.0 MK,CC-0
говори,0.9996,0.441,"Секој говори и никој никого ниту слуша, ниту може да го чуе.",common_voice_mk_39825339.mp3,Common Voice 17.0 MK,CC-0
говорот,0.8337,0.561,"Вистинскиот комунист не го слуша тоа што му се зборува, тој гледа преку говорот.",common_voice_mk_39793025.mp3,Common Voice 17.0 MK,CC-0
година,0.9998,0.421,Минатата година нашите претставници го освоија првото место во Киев.,common_voice_mk_39839619.mp3,Common Voice 17.0 MK,CC-0
годинава,0.9877,0.561,"Документарната програма, пак, и годинава е посветена на актуелните светски проблеми.",common_voice_mk_39792977.mp3,Common Voice 17.0 MK,CC-0
годината,0.9993,0.521,Токио е толку влажен ова време од годината.,common_voice_mk_39714960.mp3,Common Voice 17.0 MK,CC-0
години,0.9996,0.441,На почетокот само да напоменеме дека нашата фирма е оформена пред три години.,common_voice_mk_39790476.mp3,Common Voice 17.0 MK,CC-0
годишен,0.9978,0.561,Го зеде својот годишен одмор.,common_voice_mk_39701784.mp3,Common Voice 17.0 MK,CC-0
гола,0.9997,0.361,"Потоа гола, влажна, му седна во скутот.",common_voice_mk_39702136.mp3,Common Voice 17.0 MK,CC-0
голем,0.9999,0.382,Подрумот беше голем и поделен на многу бесмислени простории.,common_voice_mk_39768986.mp3,Common Voice 17.0 MK,CC-0
голема,0.9998,0.421,"Потрошувачката е голема, но групата што троши е мала.",common_voice_mk_39814854.mp3,Common Voice 17.0 MK,CC-0
големата,0.9997,0.481,Големата капка зачмаја во дното и почна да ја губи својата живост.,common_voice_mk_39713590.mp3,Common Voice 17.0 MK,CC-0
големи,0.8457,0.522,Под електричното светло очите и беа црни и големи.,common_voice_mk_39729136.mp3,Common Voice 17.0 MK,CC-0
големиот,0.9969,0.583,Големиот диктатор за ништо не е одговорен.,common_voice_mk_39674371.mp3,Common Voice 17.0 MK,CC-0
големите,0.9977,0.561,Воедно и глумците на големите платна сѐ поретко се совршени кукли.,common_voice_mk_39825327.mp3,Common Voice 17.0 MK,CC-0
големо,0.9988,0.381,"Тоа е поглед уловен по една голема кавга, при едно големо помирување.",common_voice_mk_39748557.mp3,Common Voice 17.0 MK,CC-0
големото,0.9986,0.562,Ја кренав слушалката и стиснав на големото бело копче.,common_voice_mk_39775171.mp3,Common Voice 17.0 MK,CC-0
голите,0.9074,0.400,"Голите гради покажуваат дека слободата, како и секоја храбра жена, не носи корсет.",common_voice_mk_39790426.mp3,Common Voice 17.0 MK,CC-0
голта,0.9937,0.341,Некогаш дури и среде град бушачот цел ден голта прашина и чад.,common_voice_mk_39702265.mp3,Common Voice 17.0 MK,CC-0
голтне,0.9695,0.481,Затоа ги џвакаше чаршафите сѐ додека не смекнеа доволно да може да ги голтне.,common_voice_mk_39776068.mp3,Common Voice 17.0 MK,CC-0
горд,0.7538,0.382,Многу сум горд на златниот џебен часовник.,common_voice_mk_39615853.mp3,Common Voice 17.0 MK,CC-0
гордеат,0.6822,0.502,Направив моите да се гордеат со мојот златен медал.,common_voice_mk_39660329.mp3,Common Voice 17.0 MK,CC-0
гориво,0.9073,0.462,На оваа бензинска пумпа постојат четири различни видови гориво.,common_voice_mk_39813286.mp3,Common Voice 17.0 MK,CC-0
горната,0.9929,0.462,На работ од горната усна има засушена капка кечап.,common_voice_mk_39825229.mp3,Common Voice 17.0 MK,CC-0
горниот,0.9289,0.462,Постои бројач во горниот лев агол од веб-страницата.,common_voice_mk_39713609.mp3,Common Voice 17.0 MK,CC-0
господ,0.9964,0.481,"Господ дал, господ зел.",common_voice_mk_39792942.mp3,Common Voice 17.0 MK,CC-0
господа,0.9990,0.480,"Дајте им сланина, сирење и ловори, но забранете им, господа, пијани да држат говори!",common_voice_mk_39688544.mp3,Common Voice 17.0 MK,CC-0
господине,0.9896,0.582,"Смилувајте ми се, господине судија, и затворете ме засекогаш!",common_voice_mk_39779859.mp3,Common Voice 17.0 MK,CC-0
господинот,0.9478,0.681,"После сѐ што направивме за него господинот трча, а овде лудилото допрва почнува.",common_voice_mk_39664185.mp3,Common Voice 17.0 MK,CC-0
гостите,0.9842,0.502,Им заблагодари на гостите.,common_voice_mk_39748347.mp3,Common Voice 17.0 MK,CC-0
готви,0.8681,0.381,"Откако тој си замина, немаше многу желба да готви.",common_voice_mk_39713469.mp3,Common Voice 17.0 MK,CC-0
готски,0.8391,0.402,Еден готски крал исклучително внимавал на својата ќерка.,common_voice_mk_39782066.mp3,Common Voice 17.0 MK,CC-0
гравот,0.9800,0.421,"Селото е најпознато по гравот, но се ниже тутун и се сее пченица.",common_voice_mk_39922214.mp3,Common Voice 17.0 MK,CC-0
град,0.9980,0.281,Некогаш дури и среде град бушачот цел ден голта прашина и чад.,common_voice_mk_39702265.mp3,Common Voice 17.0 MK,CC-0
гради,0.9998,0.340,"Голите гради покажуваат дека слободата, како и секоја храбра жена, не носи корсет.",common_voice_mk_39790426.mp3,Common Voice 17.0 MK,CC-0
градиш,0.9972,0.420,"По образование си ликовен уметник, но својата уметничка кариера ја градиш како писател.",common_voice_mk_39702227.mp3,Common Voice 17.0 MK,CC-0
градови,0.9997,0.501,На секој од овие градови можеше да му се пристапи со страхопочит.,common_voice_mk_39748670.mp3,Common Voice 17.0 MK,CC-0
градот,0.9993,0.441,Оваа група полицајци по некое време поставува неколку бомби на стратешки места низ градот.,common_voice_mk_39748472.mp3,Common Voice 17.0 MK,CC-0
грама,0.7014,0.341,"Луѓето мислеа дека сум многу паметен, но јас немав ни два грама мозок.",common_voice_mk_39845517.mp3,Common Voice 17.0 MK,CC-0
граматика,0.9996,0.581,Родителите треба да користат правилна граматика и изговор кога зборуваат со своите деца.,common_voice_mk_39706135.mp3,Common Voice 17.0 MK,CC-0
грамофонска,0.9000,0.662,Цепелинот бил испечатен и на самата грамофонска плоча.,common_voice_mk_39763580.mp3,Common Voice 17.0 MK,CC-0
гранит,0.9973,0.522,Ристе издлабил три корита во гранит.,common_voice_mk_39852815.mp3,Common Voice 17.0 MK,CC-0
граници,0.9785,0.522,Човековата неблагодарност нема граници.,common_voice_mk_39790306.mp3,Common Voice 17.0 MK,CC-0
гранки,0.9983,0.442,Трња и гранки ми се забиле во потколениците.,common_voice_mk_39726129.mp3,Common Voice 17.0 MK,CC-0
гранчињата,0.8378,0.622,Гранчињата се залулаа и дарежливо ги истураа златниците во детската прегратка.,common_voice_mk_39925052.mp3,Common Voice 17.0 MK,CC-0
графитите,0.8528,0.622,"Во почетокот мислев дека графитите се бои и тагирање, нешто такво.",common_voice_mk_39886379.mp3,Common Voice 17.0 MK,CC-0
грациозно,0.9667,0.722,"Мет падна грациозно, како кога ќе се онесвести девојченце.",common_voice_mk_39729052.mp3,Common Voice 17.0 MK,CC-0
граѓаните,0.9585,0.622,"Во име на индивидуализмот, граѓанската демократија и слободата - ги укинува граѓаните.",common_voice_mk_39775169.mp3,Common Voice 17.0 MK,CC-0
граѓанската,0.9976,0.702,Маските на граѓанската култивираност паѓаат многу брзо.,common_voice_mk_39702177.mp3,Common Voice 17.0 MK,CC-0
граѓански,0.9980,0.541,Заинтересираните треба да пратат кратка биографија и идеја за филм за граѓански промени.,common_voice_mk_39664006.mp3,Common Voice 17.0 MK,CC-0
грб,0.7973,0.301,Подобро отколку да те ѕвизнат со камен по грб.,common_voice_mk_39845529.mp3,Common Voice 17.0 MK,CC-0
грбот,0.9957,0.381,"На грбот носат бокали и врзопи, колку попразни толку потешки секој ден.",common_voice_mk_39664142.mp3,Common Voice 17.0 MK,CC-0
грди,0.9997,0.361,"Тие ги отсликуваат сите грди, запоставени, руинирани, осквернавени, напуштени и запуштени места низ градот.",common_voice_mk_39713574.mp3,Common Voice 17.0 MK,CC-0
гребеше,0.9735,0.522,Мачето мјаукаше и гребеше по ѕидот.,common_voice_mk_39874710.mp3,Common Voice 17.0 MK,CC-0
гревовите,0.8493,0.541,Како можам на човек кој умира гревовите да му ги простам?,common_voice_mk_39922237.mp3,Common Voice 17.0 MK,CC-0
грее,0.8159,0.300,"Пушти ги рачињата, мрдни ги прстињата, ене сонце грее, тебе ти се смее.",common_voice_mk_39900377.mp3,Common Voice 17.0 MK,CC-0
грешка,0.9982,0.421,"Кога ќе пронајдете грешка во софтверот, пријавете ја.",common_voice_mk_39663889.mp3,Common Voice 17.0 MK,CC-0
грешките,0.9988,0.522,Грешките најчесто се јавуваа како последица на нејзиното невнимание.,common_voice_mk_39761319.mp3,Common Voice 17.0 MK,CC-0
грижа,0.9915,0.341,"Никому не му е грижа кој си, ниту што мислиш.",common_voice_mk_39776358.mp3,Common Voice 17.0 MK,CC-0
грижи,0.6687,0.360,"Не грижи се, навикнат е тато тоа мороните у публика да го викаат педер.",common_voice_mk_39829158.mp3,Common Voice 17.0 MK,CC-0
грижливо,0.9960,0.561,Маѓосникот грижливо го чуваше огнот.,common_voice_mk_39774807.mp3,Common Voice 17.0 MK,CC-0
