word,sentence,audio_path,source,license,status
сме,Не мислам дека сме подраниле.,common_voice_mk_39774740.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
дека,Не мислам дека сме подраниле.,common_voice_mk_39774740.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
години,"Толку години проживеав, и сѐ е потонато.",common_voice_mk_39774757.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,Така го сонувам сонот на мојот сон.,common_voice_mk_39774769.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
така,Така го сонувам сонот на мојот сон.,common_voice_mk_39774769.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,Има тенко тело со задебелување кон коренот.,common_voice_mk_39774771.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Не сакав вака да се одвиваат работите.,common_voice_mk_39774772.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
си,"Пауерс молкум кимна со главата, повторувајќи си ја во себе последнава забелешка.",common_voice_mk_39774773.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ја,"Пауерс молкум кимна со главата, повторувајќи си ја во себе последнава забелешка.",common_voice_mk_39774773.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,"Пауерс молкум кимна со главата, повторувајќи си ја во себе последнава забелешка.",common_voice_mk_39774773.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,Во секоја претстава го глумам невидливиот човек!,common_voice_mk_39774776.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ќе,Сега ќе ви покажам нешто убаво.,common_voice_mk_39774788.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сега,Сега ќе ви покажам нешто убаво.,common_voice_mk_39774788.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сите,"После сите тие минати љубови, останаа пријателствата.",common_voice_mk_39774789.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
после,"После сите тие минати љубови, останаа пријателствата.",common_voice_mk_39774789.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,Александар ја искористил таа ситуација за заземање нови области.,common_voice_mk_39774790.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ја,Александар ја искористил таа ситуација за заземање нови области.,common_voice_mk_39774790.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,"Сите пари ги потрошиле за кампањи, којзнае за што.",common_voice_mk_39774796.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сите,"Сите пари ги потрошиле за кампањи, којзнае за што.",common_voice_mk_39774796.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,"Сите пари ги потрошиле за кампањи, којзнае за што.",common_voice_mk_39774796.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,"Сите пари ги потрошиле за кампањи, којзнае за што.",common_voice_mk_39774796.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
неговите,Правиме сѐ што можеме неговите непријатели да ги отстраниме од лицето на земјата.,common_voice_mk_39774797.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
земјата,Правиме сѐ што можеме неговите непријатели да ги отстраниме од лицето на земјата.,common_voice_mk_39774797.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,Правиме сѐ што можеме неговите непријатели да ги отстраниме од лицето на земјата.,common_voice_mk_39774797.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Правиме сѐ што можеме неговите непријатели да ги отстраниме од лицето на земјата.,common_voice_mk_39774797.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,Од никаде прстиња украдоа парче и во негодување го турнаа во сос.,common_voice_mk_39774798.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
може,Не постои таква книжевност што може да ме извлече.,common_voice_mk_39774806.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Не постои таква книжевност што може да ме извлече.,common_voice_mk_39774806.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
огнот,Маѓосникот грижливо го чуваше огнот.,common_voice_mk_39774807.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,Маѓосникот грижливо го чуваше огнот.,common_voice_mk_39774807.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
неговиот,"Тие двајца, информаторот и неговиот контролор се луѓе што имаат експертиза.",common_voice_mk_39774808.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Тие двајца, информаторот и неговиот контролор се луѓе што имаат експертиза.",common_voice_mk_39774808.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
имаат,"Тие двајца, информаторот и неговиот контролор се луѓе што имаат експертиза.",common_voice_mk_39774808.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,"Тие двајца, информаторот и неговиот контролор се луѓе што имаат експертиза.",common_voice_mk_39774808.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
имаат,"Ролерите се слични со лизгалките, но имаат тркала наместо рабови.",common_voice_mk_39774810.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,"Ролерите се слични со лизгалките, но имаат тркала наместо рабови.",common_voice_mk_39774810.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Ролерите се слични со лизгалките, но имаат тркала наместо рабови.",common_voice_mk_39774810.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
веќе,"Не можам веќе да те видам, рече таа.",common_voice_mk_39774822.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,Мислев како да заработам на твоето име.,common_voice_mk_39774824.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Не им беше дозволено да ја напуштаат својата ќелија, ниту им се дозволуваа посети.",common_voice_mk_39774841.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
беше,"Не им беше дозволено да ја напуштаат својата ќелија, ниту им се дозволуваа посети.",common_voice_mk_39774841.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ја,"Не им беше дозволено да ја напуштаат својата ќелија, ниту им се дозволуваа посети.",common_voice_mk_39774841.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
помеѓу,"Еднаш засекогаш, помеѓу него и нас, беше споделена тајната дека сите сме ѕвезди.",common_voice_mk_39774842.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сме,"Еднаш засекогаш, помеѓу него и нас, беше споделена тајната дека сите сме ѕвезди.",common_voice_mk_39774842.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ѕвезди,"Еднаш засекогаш, помеѓу него и нас, беше споделена тајната дека сите сме ѕвезди.",common_voice_mk_39774842.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сите,"Еднаш засекогаш, помеѓу него и нас, беше споделена тајната дека сите сме ѕвезди.",common_voice_mk_39774842.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
дека,"Еднаш засекогаш, помеѓу него и нас, беше споделена тајната дека сите сме ѕвезди.",common_voice_mk_39774842.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
беше,"Еднаш засекогаш, помеѓу него и нас, беше споделена тајната дека сите сме ѕвезди.",common_voice_mk_39774842.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
низ,"Ззз лета така, бавно ко низ сон, но не е страшно, туку е пријатно.",common_voice_mk_39774847.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
така,"Ззз лета така, бавно ко низ сон, но не е страшно, туку е пријатно.",common_voice_mk_39774847.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Дали можеби аполитичноста и апатијата кај останатите е она што треба да се промени?,common_voice_mk_39774852.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
останатите,Дали можеби аполитичноста и апатијата кај останатите е она што треба да се промени?,common_voice_mk_39774852.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Дали можеби аполитичноста и апатијата кај останатите е она што треба да се промени?,common_voice_mk_39774852.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
треба,Дали можеби аполитичноста и апатијата кај останатите е она што треба да се промени?,common_voice_mk_39774852.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,"Толкав универзум, толкав универзум за да функционира мозокот, мојот кутар мозок.",common_voice_mk_39774857.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
биле,"Купувачите биле сиромашни, станот - мал, опкружувањето - католичко.",common_voice_mk_39774859.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ѕвезди,Тоа се случува кога лебдиш во простор заслушан во евангелијата на свитите ѕвезди.,common_voice_mk_39774864.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
случува,Тоа се случува кога лебдиш во простор заслушан во евангелијата на свитите ѕвезди.,common_voice_mk_39774864.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
тоа,Тоа се случува кога лебдиш во простор заслушан во евангелијата на свитите ѕвезди.,common_voice_mk_39774864.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Тоа се случува кога лебдиш во простор заслушан во евангелијата на свитите ѕвезди.,common_voice_mk_39774864.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
си,"Сигурно ќе си ја земат, кога ќе се сетат, си реков.",common_voice_mk_39774873.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ќе,"Сигурно ќе си ја земат, кога ќе се сетат, си реков.",common_voice_mk_39774873.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ја,"Сигурно ќе си ја земат, кога ќе се сетат, си реков.",common_voice_mk_39774873.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Сигурно ќе си ја земат, кога ќе се сетат, си реков.",common_voice_mk_39774873.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
пред,Ме срамиш пред сите.,common_voice_mk_39774874.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сите,Ме срамиш пред сите.,common_voice_mk_39774874.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
повеќе,Имаме и повеќе одошто ни е потребно.,common_voice_mk_39774875.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сме,"Бидејќи сме дел од водата, ние ѝ служиме на убавината на ист начин.",common_voice_mk_39774876.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
начин,"Бидејќи сме дел од водата, ние ѝ служиме на убавината на ист начин.",common_voice_mk_39774876.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Боцките се стврднале и кон врвот малку потемнале.,common_voice_mk_39774888.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
додека,"Додека вие седите во крчмата, таа да ви исфрла сѐ од станот!",common_voice_mk_39774890.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,"Шишето со вино не го добива победникот, туку оној што прв го забележал.",common_voice_mk_39774891.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
оној,"Шишето со вино не го добива победникот, туку оној што прв го забележал.",common_voice_mk_39774891.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,"Шишето со вино не го добива победникот, туку оној што прв го забележал.",common_voice_mk_39774891.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,"Шишето со вино не го добива победникот, туку оној што прв го забележал.",common_voice_mk_39774891.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
додека,"Додека седеше, чувствуваше пропаѓање во дупка без дно.",common_voice_mk_39774894.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
му,Во болницата му дале некој силен анестетик и тој не чувствувал ништо.,common_voice_mk_39774897.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
некој,Во болницата му дале некој силен анестетик и тој не чувствувал ништо.,common_voice_mk_39774897.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,Магнети за ветерни генератори бараат ретки минерали кои не се евтини.,common_voice_mk_39774899.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
кои,Магнети за ветерни генератори бараат ретки минерали кои не се евтини.,common_voice_mk_39774899.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Магнети за ветерни генератори бараат ретки минерали кои не се евтини.,common_voice_mk_39774899.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Друштвото се подели на два нееднакви дела.,common_voice_mk_39774901.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
преку,Новинарот Мишко Иванов доби тешки навреди и закани преку фејсбук,common_voice_mk_39774902.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
по,По рацете и по грбот ме полазија морници.,common_voice_mk_39774903.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,Врнеше дожд кој ги поплави улиците.,common_voice_mk_39774905.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,Не мора да си признаваме за болките.,common_voice_mk_39774906.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
си,Не мора да си признаваме за болките.,common_voice_mk_39774906.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
нема,Никогаш нема да одам во кревет со твојот маж.,common_voice_mk_39774907.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,Никогаш нема да одам во кревет со твојот маж.,common_voice_mk_39774907.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ќе,Претпоставувам дека ќе се соблечете пред да легнете до неа.,common_voice_mk_39774908.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
дека,Претпоставувам дека ќе се соблечете пред да легнете до неа.,common_voice_mk_39774908.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
неа,Претпоставувам дека ќе се соблечете пред да легнете до неа.,common_voice_mk_39774908.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
пред,Претпоставувам дека ќе се соблечете пред да легнете до неа.,common_voice_mk_39774908.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Претпоставувам дека ќе се соблечете пред да легнете до неа.,common_voice_mk_39774908.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
крајот,"Уствари неам појма, што е битно на крајот на краиштата.",common_voice_mk_39774910.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,"Уствари неам појма, што е битно на крајот на краиштата.",common_voice_mk_39774910.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Но не можевме да бидеме сигурни дали се вечни.,common_voice_mk_39774911.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
само,Од паниката остана само немо чкрипење на рѓосано железо.,common_voice_mk_39774912.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
браќата,Преку таа модернизација на црквата попот и браќата го популаризираа одењето во црква.,common_voice_mk_39774913.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,Преку таа модернизација на црквата попот и браќата го популаризираа одењето во црква.,common_voice_mk_39774913.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
преку,Преку таа модернизација на црквата попот и браќата го популаризираа одењето во црква.,common_voice_mk_39774913.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
по,Арно ама по некое време некој затропал на вратата.,common_voice_mk_39774914.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
некој,Арно ама по некое време некој затропал на вратата.,common_voice_mk_39774914.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
си,Никогаш немој да возиш кога си пијан.,common_voice_mk_39774915.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Затоа што никој не јаде овошје од чинија!,common_voice_mk_39775014.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
нејзиното,"Антигона дејствува, но што е нејзиното дело?",common_voice_mk_39775015.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,"Антигона дејствува, но што е нејзиното дело?",common_voice_mk_39775015.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
наоѓа,Во црковниот двор се наоѓа и гробот на дедо ми.,common_voice_mk_39775016.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Во црковниот двор се наоѓа и гробот на дедо ми.,common_voice_mk_39775016.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,Со тебе сум сега.,common_voice_mk_39775018.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сега,Со тебе сум сега.,common_voice_mk_39775018.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
била,Додека била млада била убава.,common_voice_mk_39775025.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
додека,Додека била млада била убава.,common_voice_mk_39775025.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
нејзината,"Нејзината другарка влегуваше во куќата, палеше цигара, стоеше хипнотизирано пред библиотеката.",common_voice_mk_39775028.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
пред,"Нејзината другарка влегуваше во куќата, палеше цигара, стоеше хипнотизирано пред библиотеката.",common_voice_mk_39775028.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,Свет во кој не се игра како било и кога било.,common_voice_mk_39775032.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Свет во кој не се игра како било и кога било.,common_voice_mk_39775032.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,Да го најдат лицето кое се закани на новинарот,common_voice_mk_39775039.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Да го најдат лицето кое се закани на новинарот,common_voice_mk_39775039.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
кое,Да го најдат лицето кое се закани на новинарот,common_voice_mk_39775039.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
си,Не беше онака како што си замислував.,common_voice_mk_39775041.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
како,Не беше онака како што си замислував.,common_voice_mk_39775041.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Не беше онака како што си замислував.,common_voice_mk_39775041.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
беше,Не беше онака како што си замислував.,common_voice_mk_39775041.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
светот,"Светот ја зголемува мојата тага, мојата потиштеност, мојата растроеност.",common_voice_mk_39775043.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ја,"Светот ја зголемува мојата тага, мојата потиштеност, мојата растроеност.",common_voice_mk_39775043.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
тешка,"Некоја била блуткава, друга тешка, трета киселкаста.",common_voice_mk_39775050.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
била,"Некоја била блуткава, друга тешка, трета киселкаста.",common_voice_mk_39775050.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,"Со текот на времето, некои книги ги изгубиле своите противници.",common_voice_mk_39775051.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
некои,"Со текот на времето, некои книги ги изгубиле своите противници.",common_voice_mk_39775051.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
времето,"Со текот на времето, некои книги ги изгубиле своите противници.",common_voice_mk_39775051.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,"Со текот на времето, некои книги ги изгубиле своите противници.",common_voice_mk_39775051.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
текот,"Со текот на времето, некои книги ги изгубиле своите противници.",common_voice_mk_39775051.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,Испрашувај ги со чисто срце неумоливото значење на нештата и нашата трагикомична судба.,common_voice_mk_39775108.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,Испрашувај ги со чисто срце неумоливото значење на нештата и нашата трагикомична судба.,common_voice_mk_39775108.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,Кој се плаши од сиромаштија не е достоен за изобилие.,common_voice_mk_39775109.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Кој се плаши од сиромаштија не е достоен за изобилие.,common_voice_mk_39775109.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,Ја заклучи вратата и ги изгасна светлата.,common_voice_mk_39775140.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ја,Ја заклучи вратата и ги изгасна светлата.,common_voice_mk_39775140.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
овој,"Овој филм, пред сѐ, значи враќање во моментот.",common_voice_mk_39775141.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
пред,"Овој филм, пред сѐ, значи враќање во моментот.",common_voice_mk_39775141.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
само,"Ноќта не само што беше неусетно топла, стана и безобразно непријатна.",common_voice_mk_39775151.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
беше,"Ноќта не само што беше неусетно топла, стана и безобразно непријатна.",common_voice_mk_39775151.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,"Ноќта не само што беше неусетно топла, стана и безобразно непријатна.",common_voice_mk_39775151.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,Апстракцијата го поклопува размислувањето од дното-нагоре каде се бараат многу малку претходни знаења.,common_voice_mk_39775157.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Апстракцијата го поклопува размислувањето од дното-нагоре каде се бараат многу малку претходни знаења.,common_voice_mk_39775157.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ги,"Во име на индивидуализмот, граѓанската демократија и слободата - ги укинува граѓаните.",common_voice_mk_39775169.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,Автор е на повеќе драми и сценарија за играни филмови.,common_voice_mk_39775170.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
повеќе,Автор е на повеќе драми и сценарија за играни филмови.,common_voice_mk_39775170.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ја,Ја кренав слушалката и стиснав на големото бело копче.,common_voice_mk_39775171.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
две,Би сакал да ја ослободам од појасот што ја дели на две.,common_voice_mk_39775172.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Би сакал да ја ослободам од појасот што ја дели на две.,common_voice_mk_39775172.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ја,Би сакал да ја ослободам од појасот што ја дели на две.,common_voice_mk_39775172.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
различни,Пудинг и сладолед се различни јадења.,common_voice_mk_39775208.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Пудинг и сладолед се различни јадења.,common_voice_mk_39775208.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
само,Само зимата сѐ уше прикрива дека тоа нема да пушти лист.,common_voice_mk_39775209.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
тоа,Само зимата сѐ уше прикрива дека тоа нема да пушти лист.,common_voice_mk_39775209.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
дека,Само зимата сѐ уше прикрива дека тоа нема да пушти лист.,common_voice_mk_39775209.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
нема,Само зимата сѐ уше прикрива дека тоа нема да пушти лист.,common_voice_mk_39775209.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
станува,Сега повеќе се познаваат зашто лицето ми станува побледо и виснато.,common_voice_mk_39775210.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
повеќе,Сега повеќе се познаваат зашто лицето ми станува побледо и виснато.,common_voice_mk_39775210.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сега,Сега повеќе се познаваат зашто лицето ми станува побледо и виснато.,common_voice_mk_39775210.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
зашто,Сега повеќе се познаваат зашто лицето ми станува побледо и виснато.,common_voice_mk_39775210.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Сега повеќе се познаваат зашто лицето ми станува побледо и виснато.,common_voice_mk_39775210.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,"Вудард бил одведен в затвор, бутнат на подот каде полицајците продолжиле да го тепаат.",common_voice_mk_39779749.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
бил,"Вудард бил одведен в затвор, бутнат на подот каде полицајците продолжиле да го тепаат.",common_voice_mk_39779749.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
наоѓа,"Зборовите живеат во читателот, а читателовиот дом се наоѓа во зборовите.",common_voice_mk_39779752.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Зборовите живеат во читателот, а читателовиот дом се наоѓа во зборовите.",common_voice_mk_39779752.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ќе,Еден ден неполитичките интелектуалци од мојата земја ќе бидат испрашувани од најобичните наши сограѓани.,common_voice_mk_39779763.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,За барем малку да се почувствува жив.,common_voice_mk_39779764.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,За барем малку да се почувствува жив.,common_voice_mk_39779764.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
ќе,Ми се насмевна и чекаше да види што ќе направам.,common_voice_mk_39779766.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
што,Ми се насмевна и чекаше да види што ќе направам.,common_voice_mk_39779766.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Ми се насмевна и чекаше да види што ќе направам.,common_voice_mk_39779766.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
некои,Имам некои многу ретки животни.,common_voice_mk_39779780.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
му,"Ама нема врска, нека почека малку тоа дрто крмачиште, нема да му штети.",common_voice_mk_39779801.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
тоа,"Ама нема врска, нека почека малку тоа дрто крмачиште, нема да му штети.",common_voice_mk_39779801.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
нема,"Ама нема врска, нека почека малку тоа дрто крмачиште, нема да му штети.",common_voice_mk_39779801.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
преку,Во последниот месец сведоци сте на систематски напади врз мене преку веб.,common_voice_mk_39779802.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сме,Иако сме малкумина не се предаваме.,common_voice_mk_39779813.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
иако,Иако сме малкумина не се предаваме.,common_voice_mk_39779813.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Иако сме малкумина не се предаваме.,common_voice_mk_39779813.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
го,"Се насмеав, зашто на некој начин го направи токму тоа.",common_voice_mk_39779814.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
начин,"Се насмеав, зашто на некој начин го направи токму тоа.",common_voice_mk_39779814.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
тоа,"Се насмеав, зашто на некој начин го направи токму тоа.",common_voice_mk_39779814.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
некој,"Се насмеав, зашто на некој начин го направи токму тоа.",common_voice_mk_39779814.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
зашто,"Се насмеав, зашто на некој начин го направи токму тоа.",common_voice_mk_39779814.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Се насмеав, зашто на некој начин го направи токму тоа.",common_voice_mk_39779814.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
воопшто,"На главата имаше многу ситни, неуредни локни кои воопшто не изгледаа природно.",common_voice_mk_39779829.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
кои,"На главата имаше многу ситни, неуредни локни кои воопшто не изгледаа природно.",common_voice_mk_39779829.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
за,Писмата до непознатото другарче со време проретчуваат за на крај сосема да исчезнат.,common_voice_mk_39779830.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
со,Писмата до непознатото другарче со време проретчуваат за на крај сосема да исчезнат.,common_voice_mk_39779830.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,"Смилувајте ми се, господине судија, и затворете ме засекогаш!",common_voice_mk_39779859.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
се,Сите велат дека пет недели е малку да се влезе во форма.,common_voice_mk_39779860.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
сите,Сите велат дека пет недели е малку да се влезе во форма.,common_voice_mk_39779860.mp3,Common Voice 17.0 MK,CC-0,needs_alignment
